order_id,customer_id,order_date,cohort_month,tier,channel,revenue,month_number
110,17,2024-09-27,2023-09-01,Pro,Paid,109.53839276990361,13
111,17,2024-10-27,2023-09-01,Pro,Paid,96.37326879288183,14
112,17,2024-11-26,2023-09-01,Pro,Paid,96.45079620676118,15
113,17,2024-12-26,2023-09-01,Pro,Paid,95.0527826842213,16
114,18,2023-06-15,2023-06-01,Pro,Organic,99.29543826738971,0
115,18,2023-07-15,2023-06-01,Pro,Organic,97.90826661107128,1
116,18,2023-08-14,2023-06-01,Pro,Organic,97.14826338603476,2
117,18,2023-09-13,2023-06-01,Pro,Organic,96.32687865212522,3
118,18,2023-10-13,2023-06-01,Pro,Organic,111.72261788084302,4
119,18,2023-11-12,2023-06-01,Pro,Organic,110.19186476705022,5
120,18,2023-12-12,2023-06-01,Pro,Organic,102.25298491418522,6
121,18,2024-01-11,2023-06-01,Pro,Organic,103.15795508414588,7
122,18,2024-02-10,2023-06-01,Pro,Organic,112.14920748482191,8
123,18,2024-03-11,2023-06-01,Pro,Organic,94.59975348921984,9
124,18,2024-04-10,2023-06-01,Pro,Organic,108.6174128535363,10
125,18,2024-05-10,2023-06-01,Pro,Organic,104.61660495727534,11
126,18,2024-06-09,2023-06-01,Pro,Organic,97.34024401636253,12
127,18,2024-07-09,2023-06-01,Pro,Organic,95.58801650529509,13
128,18,2024-08-08,2023-06-01,Pro,Organic,102.93268273657233,14
129,18,2024-09-07,2023-06-01,Pro,Organic,105.13962773693373,15
130,18,2024-10-07,2023-06-01,Pro,Organic,98.18230524104061,16
131,18,2024-11-06,2023-06-01,Pro,Organic,107.1588301478863,17
132,18,2024-12-06,2023-06-01,Pro,Organic,97.52436385049604,18
133,19,2024-01-23,2024-01-01,Basic,Social,34.109719007836354,0
134,19,2024-02-22,2024-01-01,Basic,Social,29.34118575515472,1
135,19,2024-03-23,2024-01-01,Basic,Social,41.805870425509305,2
136,19,2024-04-22,2024-01-01,Basic,Social,26.24857233423294,3
137,19,2024-05-22,2024-01-01,Basic,Social,43.297468537628745,4
138,20,2024-06-25,2024-06-01,Basic,Paid,42.6751766228479,0
139,20,2024-07-25,2024-06-01,Basic,Paid,37.830019612466806,1
140,20,2024-08-24,2024-06-01,Basic,Paid,30.828742604749216,2
141,20,2024-09-23,2024-06-01,Basic,Paid,26.95175809004372,3
142,21,2023-02-11,2023-02-01,Basic,Organic,33.25598181083297,0
143,21,2023-03-13,2023-02-01,Basic,Organic,32.59949386124387,1
144,21,2023-04-12,2023-02-01,Basic,Organic,32.13475268904869,2
145,21,2023-05-12,2023-02-01,Basic,Organic,24.06810592285918,3
146,21,2023-06-11,2023-02-01,Basic,Organic,25.23890811885975,4
147,21,2023-07-11,2023-02-01,Basic,Organic,42.50000750470044,5
148,21,2023-08-10,2023-02-01,Basic,Organic,31.142198356284364,6
149,21,2023-09-09,2023-02-01,Basic,Organic,32.78656773752407,7
150,21,2023-10-09,2023-02-01,Basic,Organic,24.491732199128204,8
151,22,2024-01-19,2024-01-01,Basic,Organic,30.50967294709044,0
152,22,2024-02-18,2024-01-01,Basic,Organic,43.68167037451718,1
153,22,2024-03-19,2024-01-01,Basic,Organic,42.41549726605163,2
154,22,2024-04-18,2024-01-01,Basic,Organic,37.64836874279103,3
155,22,2024-05-18,2024-01-01,Basic,Organic,25.31425161796641,4
156,22,2024-06-17,2024-01-01,Basic,Organic,33.26229397394778,5
157,22,2024-07-17,2024-01-01,Basic,Organic,27.897351044403774,6
158,22,2024-08-16,2024-01-01,Basic,Organic,36.08430637435971,7
159,22,2024-09-15,2024-01-01,Basic,Organic,35.47328536097701,8
160,22,2024-10-15,2024-01-01,Basic,Organic,39.38478760696546,9
161,22,2024-11-14,2024-01-01,Basic,Organic,31.95992024676302,10
162,22,2024-12-14,2024-01-01,Basic,Organic,37.88255522949168,11
163,23,2023-11-29,2023-11-01,Basic,Paid,27.289568410580323,0
164,23,2023-12-29,2023-11-01,Basic,Paid,26.43246260257298,1
165,23,2024-01-28,2023-11-01,Basic,Paid,30.917264364818397,2
166,23,2024-02-27,2023-11-01,Basic,Paid,34.36194946997843,3
167,23,2024-03-28,2023-11-01,Basic,Paid,42.12968369138924,4
168,23,2024-04-27,2023-11-01,Basic,Paid,36.89750668205127,5
169,23,2024-05-27,2023-11-01,Basic,Paid,36.62335223793167,6
170,23,2024-06-26,2023-11-01,Basic,Paid,28.92262502669832,7
171,23,2024-07-26,2023-11-01,Basic,Paid,31.47057809924486,8
172,23,2024-08-25,2023-11-01,Basic,Paid,40.54493985969593,9
173,23,2024-09-24,2023-11-01,Basic,Paid,37.65771028596292,10
174,24,2024-03-24,2024-03-01,Basic,Organic,26.96717199220895,0
175,24,2024-04-23,2024-03-01,Basic,Organic,37.86450004143384,1
176,25,2024-06-14,2024-06-01,Pro,Referral,98.53678871680953,0
177,25,2024-07-14,2024-06-01,Pro,Referral,111.87242941889352,1
178,25,2024-08-13,2024-06-01,Pro,Referral,97.48612666151287,2
179,25,2024-09-12,2024-06-01,Pro,Referral,111.05728195215485,3
180,25,2024-10-12,2024-06-01,Pro,Referral,110.56611038661032,4
181,25,2024-11-11,2024-06-01,Pro,Referral,98.44119047848265,5
182,25,2024-12-11,2024-06-01,Pro,Referral,96.58405316272932,6
183,26,2024-01-05,2024-01-01,Basic,Social,25.742152200233324,0
184,26,2024-02-04,2024-01-01,Basic,Social,24.695168445936208,1
185,26,2024-03-05,2024-01-01,Basic,Social,42.147960014485555,2
186,26,2024-04-04,2024-01-01,Basic,Social,33.18229416691686,3
187,26,2024-05-04,2024-01-01,Basic,Social,31.781799228062376,4
188,26,2024-06-03,2024-01-01,Basic,Social,43.19217796933549,5
189,26,2024-07-03,2024-01-01,Basic,Social,40.1385156450264,6
190,26,2024-08-02,2024-01-01,Basic,Social,27.998065945674924,7
191,26,2024-09-01,2024-01-01,Basic,Social,24.28318934014323,8
192,26,2024-10-01,2024-01-01,Basic,Social,31.928514495458703,9
193,26,2024-10-31,2024-01-01,Basic,Social,40.906435482524365,10
194,26,2024-11-30,2024-01-01,Basic,Social,35.07244032953104,11
195,26,2024-12-30,2024-01-01,Basic,Social,35.165516477491096,12
196,27,2024-05-28,2024-05-01,Basic,Referral,43.238174137903,0
197,27,2024-06-27,2024-05-01,Basic,Referral,43.27314994618746,1
198,27,2024-07-27,2024-05-01,Basic,Referral,39.875116414102095,2
199,27,2024-08-26,2024-05-01,Basic,Referral,42.460857675589835,3
200,27,2024-09-25,2024-05-01,Basic,Referral,34.682647356320814,4
201,27,2024-10-25,2024-05-01,Basic,Referral,32.05074415780251,5
202,27,2024-11-24,2024-05-01,Basic,Referral,32.852324449084946,6
203,27,2024-12-24,2024-05-01,Basic,Referral,26.902972133430865,7
204,28,2023-04-22,2023-04-01,Basic,Organic,43.283448937042195,0
205,29,2024-02-20,2024-02-01,Pro,Paid,113.64943232428524,0
206,29,2024-03-21,2024-02-01,Pro,Paid,97.22771637434403,1
207,29,2024-04-20,2024-02-01,Pro,Paid,94.33774653594799,2
208,29,2024-05-20,2024-02-01,Pro,Paid,106.14856390536382,3
209,29,2024-06-19,2024-02-01,Pro,Paid,97.07937329204472,4
210,29,2024-07-19,2024-02-01,Pro,Paid,107.40705914170508,5
211,29,2024-08-18,2024-02-01,Pro,Paid,97.08565999826116,6
212,29,2024-09-17,2024-02-01,Pro,Paid,113.81624822099926,7
213,29,2024-10-17,2024-02-01,Pro,Paid,97.68264856616231,8
214,29,2024-11-16,2024-02-01,Pro,Paid,101.07477918342164,9
215,29,2024-12-16,2024-02-01,Pro,Paid,97.66080952004386,10
216,30,2024-03-28,2024-03-01,Pro,Social,113.8580557097581,0
217,30,2024-04-27,2024-03-01,Pro,Social,101.43181253315355,1
218,30,2024-05-27,2024-03-01,Pro,Social,101.79222655925798,2
219,30,2024-06-26,2024-03-01,Pro,Social,106.70863425587949,3
220,30,2024-07-26,2024-03-01,Pro,Social,111.28986498694688,4
221,30,2024-08-25,2024-03-01,Pro,Social,111.10167179223214,5
222,30,2024-09-24,2024-03-01,Pro,Social,95.10843736999571,6
223,30,2024-10-24,2024-03-01,Pro,Social,109.85965596016888,7
224,30,2024-11-23,2024-03-01,Pro,Social,110.55346307699602,8
225,30,2024-12-23,2024-03-01,Pro,Social,107.38004772592414,9
226,31,2023-01-29,2023-01-01,Pro,Organic,105.17781012501983,0
227,31,2023-02-28,2023-01-01,Pro,Organic,96.44049320417659,1
228,31,2023-03-30,2023-01-01,Pro,Organic,96.96994298898458,2
229,31,2023-04-29,2023-01-01,Pro,Organic,95.43474194701784,3
230,31,2023-05-29,2023-01-01,Pro,Organic,97.49029561896512,4
231,31,2023-06-28,2023-01-01,Pro,Organic,104.17435964711682,5
232,31,2023-07-28,2023-01-01,Pro,Organic,101.98592943388799,6
233,31,2023-08-27,2023-01-01,Pro,Organic,108.40190247796872,7
234,31,2023-09-26,2023-01-01,Pro,Organic,101.7223263775196,8
235,31,2023-10-26,2023-01-01,Pro,Organic,99.53697702150853,9
236,31,2023-11-25,2023-01-01,Pro,Organic,101.23064248538321,10
237,31,2023-12-25,2023-01-01,Pro,Organic,95.45442944754394,11
238,31,2024-01-24,2023-01-01,Pro,Organic,106.52418438489559,12
239,31,2024-02-23,2023-01-01,Pro,Organic,95.72955906810151,13
240,31,2024-03-24,2023-01-01,Pro,Organic,99.35336257100417,14
241,31,2024-04-23,2023-01-01,Pro,Organic,109.32854257796883,15
242,31,2024-05-23,2023-01-01,Pro,Organic,100.59896633450168,16
243,31,2024-06-22,2023-01-01,Pro,Organic,105.39150886734504,17
244,31,2024-07-22,2023-01-01,Pro,Organic,105.52463953508385,18
245,31,2024-08-21,2023-01-01,Pro,Organic,113.69531852178574,19
246,31,2024-09-20,2023-01-01,Pro,Organic,103.017185650337,20
247,31,2024-10-20,2023-01-01,Pro,Organic,110.09707090033035,21
248,31,2024-11-19,2023-01-01,Pro,Organic,110.0685624183011,22
249,31,2024-12-19,2023-01-01,Pro,Organic,94.36320317590548,23
250,32,2024-06-11,2024-06-01,Pro,Referral,113.52788802359935,0
251,32,2024-07-11,2024-06-01,Pro,Referral,95.42241293530901,1
252,32,2024-08-10,2024-06-01,Pro,Referral,103.92260815144985,2
253,32,2024-09-09,2024-06-01,Pro,Referral,107.23264778998575,3
254,32,2024-10-09,2024-06-01,Pro,Referral,95.46583213520061,4
255,32,2024-11-08,2024-06-01,Pro,Referral,98.87301822780039,5
256,32,2024-12-08,2024-06-01,Pro,Referral,112.11873882213754,6
257,33,2023-04-01,2023-04-01,Basic,Organic,33.25514825164978,0
258,33,2023-05-01,2023-04-01,Basic,Organic,33.07806432336322,1
259,33,2023-05-31,2023-04-01,Basic,Organic,43.0978213434249,2
260,33,2023-06-30,2023-04-01,Basic,Organic,25.483867043997897,3
261,33,2023-07-30,2023-04-01,Basic,Organic,41.86392725763808,4
262,33,2023-08-29,2023-04-01,Basic,Organic,39.95779755740495,5
263,34,2023-09-17,2023-09-01,Enterprise,Referral,297.70748566565686,0
264,34,2023-10-17,2023-09-01,Enterprise,Referral,301.78806890174,1
265,34,2023-11-16,2023-09-01,Enterprise,Referral,303.20764520155547,2
266,34,2023-12-16,2023-09-01,Enterprise,Referral,305.5355125015728,3
267,34,2024-01-15,2023-09-01,Enterprise,Referral,306.43274889516147,4
268,34,2024-02-14,2023-09-01,Enterprise,Referral,302.407131933036,5
269,34,2024-03-15,2023-09-01,Enterprise,Referral,306.74804919003986,6
270,34,2024-04-14,2023-09-01,Enterprise,Referral,306.619304013988,7
271,34,2024-05-14,2023-09-01,Enterprise,Referral,312.31686268721273,8
272,34,2024-06-13,2023-09-01,Enterprise,Referral,298.0603059702051,9
273,34,2024-07-13,2023-09-01,Enterprise,Referral,306.5993054762428,10
274,34,2024-08-12,2023-09-01,Enterprise,Referral,300.17533388560656,11
275,34,2024-09-11,2023-09-01,Enterprise,Referral,304.2498837816884,12
276,34,2024-10-11,2023-09-01,Enterprise,Referral,305.5643682534895,13
277,34,2024-11-10,2023-09-01,Enterprise,Referral,298.6634972281291,14
278,34,2024-12-10,2023-09-01,Enterprise,Referral,297.1707908393519,15
279,35,2023-04-21,2023-04-01,Enterprise,Organic,301.0394569400199,0
280,35,2023-05-21,2023-04-01,Enterprise,Organic,300.98210872505456,1
281,35,2023-06-20,2023-04-01,Enterprise,Organic,299.44574886458923,2
282,35,2023-07-20,2023-04-01,Enterprise,Organic,306.80167750359993,3
283,35,2023-08-19,2023-04-01,Enterprise,Organic,299.6818481504825,4
284,35,2023-09-18,2023-04-01,Enterprise,Organic,294.9988333286629,5
285,35,2023-10-18,2023-04-01,Enterprise,Organic,313.3633914830182,6
286,35,2023-11-17,2023-04-01,Enterprise,Organic,300.1234070821385,7
287,35,2023-12-17,2023-04-01,Enterprise,Organic,309.2503060453025,8
288,35,2024-01-16,2023-04-01,Enterprise,Organic,299.95487752145465,9
289,35,2024-02-15,2023-04-01,Enterprise,Organic,303.0027785187002,10
290,35,2024-03-16,2023-04-01,Enterprise,Organic,312.8199284805398,11
291,35,2024-04-15,2023-04-01,Enterprise,Organic,298.0261257269467,12
292,35,2024-05-15,2023-04-01,Enterprise,Organic,302.53260825434717,13
293,35,2024-06-14,2023-04-01,Enterprise,Organic,299.13863129286483,14
294,35,2024-07-14,2023-04-01,Enterprise,Organic,294.46107179026393,15
295,35,2024-08-13,2023-04-01,Enterprise,Organic,300.294694498037,16
296,35,2024-09-12,2023-04-01,Enterprise,Organic,297.9835968669705,17
297,35,2024-10-12,2023-04-01,Enterprise,Organic,301.72241860256366,18
298,35,2024-11-11,2023-04-01,Enterprise,Organic,302.53249305731936,19
299,35,2024-12-11,2023-04-01,Enterprise,Organic,303.28806132694774,20
300,36,2024-05-25,2024-05-01,Pro,Organic,111.6546382360145,0
301,36,2024-06-24,2024-05-01,Pro,Organic,101.16186808606284,1
302,36,2024-07-24,2024-05-01,Pro,Organic,101.6031385694057,2
303,36,2024-08-23,2024-05-01,Pro,Organic,94.99090735535644,3
304,36,2024-09-22,2024-05-01,Pro,Organic,103.31903298482536,4
305,36,2024-10-22,2024-05-01,Pro,Organic,101.36013685908385,5
306,36,2024-11-21,2024-05-01,Pro,Organic,104.58032395856117,6
307,36,2024-12-21,2024-05-01,Pro,Organic,107.48842296099217,7
308,37,2023-06-17,2023-06-01,Pro,Referral,98.69541474989774,0
309,37,2023-07-17,2023-06-01,Pro,Referral,100.28027135343574,1
310,37,2023-08-16,2023-06-01,Pro,Referral,104.49040535401775,2
311,37,2023-09-15,2023-06-01,Pro,Referral,110.80992015747975,3
312,37,2023-10-15,2023-06-01,Pro,Referral,106.23448118470176,4
313,37,2023-11-14,2023-06-01,Pro,Referral,99.63385939805917,5
314,37,2023-12-14,2023-06-01,Pro,Referral,98.96027354874269,6
315,37,2024-01-13,2023-06-01,Pro,Referral,109.07438499655206,7
316,37,2024-02-12,2023-06-01,Pro,Referral,112.84191377808835,8
317,37,2024-03-13,2023-06-01,Pro,Referral,98.4281329672622,9
318,37,2024-04-12,2023-06-01,Pro,Referral,109.71129189029246,10
319,37,2024-05-12,2023-06-01,Pro,Referral,100.10705042063992,11
320,37,2024-06-11,2023-06-01,Pro,Referral,105.3877095174794,12
321,37,2024-07-11,2023-06-01,Pro,Referral,98.89176329269729,13
322,37,2024-08-10,2023-06-01,Pro,Referral,110.67566786791193,14
323,37,2024-09-09,2023-06-01,Pro,Referral,99.16957391437708,15
324,37,2024-10-09,2023-06-01,Pro,Referral,99.70177767074331,16
325,37,2024-11-08,2023-06-01,Pro,Referral,99.39278401092788,17
326,37,2024-12-08,2023-06-01,Pro,Referral,94.34352399793633,18
327,38,2023-01-04,2023-01-01,Pro,Paid,110.73543045779805,0
328,38,2023-02-03,2023-01-01,Pro,Paid,97.42674704583051,1
329,38,2023-03-05,2023-01-01,Pro,Paid,105.86641951325358,2
330,38,2023-04-04,2023-01-01,Pro,Paid,96.5660740741251,3
331,38,2023-05-04,2023-01-01,Pro,Paid,108.47092085110832,4
332,38,2023-06-03,2023-01-01,Pro,Paid,105.51238987878082,5
333,38,2023-07-03,2023-01-01,Pro,Paid,106.85090487756386,6
334,38,2023-08-02,2023-01-01,Pro,Paid,105.65273798378313,7
335,38,2023-09-01,2023-01-01,Pro,Paid,95.99517924326318,8
336,38,2023-10-01,2023-01-01,Pro,Paid,113.34676349281908,9
337,38,2023-10-31,2023-01-01,Pro,Paid,109.2049762861441,10
338,38,2023-11-30,2023-01-01,Pro,Paid,95.2240787880528,11
339,38,2023-12-30,2023-01-01,Pro,Paid,111.20842532496708,12
340,38,2024-01-29,2023-01-01,Pro,Paid,103.57860370380035,13
341,38,2024-02-28,2023-01-01,Pro,Paid,111.03251339771928,14
342,38,2024-03-29,2023-01-01,Pro,Paid,99.74130812738795,15
343,38,2024-04-28,2023-01-01,Pro,Paid,102.25597098030806,16
344,38,2024-05-28,2023-01-01,Pro,Paid,110.00705826068001,17
345,38,2024-06-27,2023-01-01,Pro,Paid,109.5549203046651,18
346,38,2024-07-27,2023-01-01,Pro,Paid,94.20321280403596,19
347,38,2024-08-26,2023-01-01,Pro,Paid,105.33369988692363,20
348,38,2024-09-25,2023-01-01,Pro,Paid,101.63002901209897,21
349,38,2024-10-25,2023-01-01,Pro,Paid,108.47068998380578,22
350,38,2024-11-24,2023-01-01,Pro,Paid,95.09215361222036,23
351,38,2024-12-24,2023-01-01,Pro,Paid,111.9447771217371,24
352,39,2023-12-10,2023-12-01,Enterprise,Referral,296.132721712643,0
353,39,2024-01-09,2023-12-01,Enterprise,Referral,298.08080320564494,1
354,39,2024-02-08,2023-12-01,Enterprise,Referral,300.6663691190588,2
355,39,2024-03-09,2023-12-01,Enterprise,Referral,301.124780793304,3
356,39,2024-04-08,2023-12-01,Enterprise,Referral,301.8321264967791,4
357,39,2024-05-08,2023-12-01,Enterprise,Referral,300.74763644158907,5
358,39,2024-06-07,2023-12-01,Enterprise,Referral,303.42706629095113,6
359,39,2024-07-07,2023-12-01,Enterprise,Referral,312.7984094664818,7
360,39,2024-08-06,2023-12-01,Enterprise,Referral,295.57762600819734,8
361,39,2024-09-05,2023-12-01,Enterprise,Referral,298.3680176056,9
362,39,2024-10-05,2023-12-01,Enterprise,Referral,308.1163254321361,10
363,39,2024-11-04,2023-12-01,Enterprise,Referral,297.7830514102243,11
364,39,2024-12-04,2023-12-01,Enterprise,Referral,301.93097546516157,12
365,40,2023-08-03,2023-08-01,Basic,Referral,25.449579629722578,0
366,41,2023-03-25,2023-03-01,Pro,Referral,105.01460134550729,0
367,41,2023-04-24,2023-03-01,Pro,Referral,98.09407128343335,1
368,42,2024-06-16,2024-06-01,Pro,Organic,97.809874032261,0
369,42,2024-07-16,2024-06-01,Pro,Organic,112.65576292138525,1
370,42,2024-08-15,2024-06-01,Pro,Organic,94.66970942288269,2
371,42,2024-09-14,2024-06-01,Pro,Organic,100.20054743551006,3
372,42,2024-10-14,2024-06-01,Pro,Organic,99.30246263840459,4
373,42,2024-11-13,2024-06-01,Pro,Organic,96.15562865416952,5
374,42,2024-12-13,2024-06-01,Pro,Organic,107.26571381848488,6
375,43,2024-06-20,2024-06-01,Basic,Paid,32.31370435721199,0
376,43,2024-07-20,2024-06-01,Basic,Paid,37.495943367629685,1
377,43,2024-08-19,2024-06-01,Basic,Paid,39.62861901842868,2
378,43,2024-09-18,2024-06-01,Basic,Paid,24.560408090452782,3
379,43,2024-10-18,2024-06-01,Basic,Paid,42.03213044830808,4
380,44,2024-02-25,2024-02-01,Enterprise,Social,300.275851385408,0
381,44,2024-03-26,2024-02-01,Enterprise,Social,296.8173659099759,1
382,44,2024-04-25,2024-02-01,Enterprise,Social,301.62858193416344,2
383,44,2024-05-25,2024-02-01,Enterprise,Social,295.0024607409523,3
384,44,2024-06-24,2024-02-01,Enterprise,Social,307.0763718619452,4
